song_id;title;artist;date;peak_position;chord_progression;semitone_progression
628;Hold On;Wilson Phillips;1990-03-31;1;F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-D:min-A:min7-Bb:maj-C:sus4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-D:min-A:min7-Bb:maj-C:maj-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-Bb:maj-F:maj/3-G:min7-C:sus4(b7)-N-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-A:min/5-D:min-Bb:maj-C:sus4(b7)-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-A:min/5-D:min-A:min7-Bb:maj-C:sus4(b7)-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-Bb:maj-F:maj/3-G:min7-C:sus4(b7)-N-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-N-F:1/1-Bb:maj-F:maj/3-G:min7-C:sus4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-F:maj-Bb:maj/5-C:sus4/4-F:maj-Bb:maj/5-C:sus4/4-F:maj-N;6-7-10-2-5-7-10-4-7-1-2-5-7-10-2-5-7-10-2-5-7-10-2-2-7-1-2-5-5-2-5-5-2-5-5-2-5-5-7-2-5-10-7-2-5-11-6-7-10-2-5-7-10-2-5-7-10-11-5-8-2-5-7-10-2-5-7-10-2-5-7-10-11-5-7-1-2-5-5-2-5-5-2-5-5-2-5-5-7-2-5-10-7-2-5-11-6-7-10-2-5-7-10-7-7-10-2-5-7-10-1-6-5-7-2-5-5-5-2-5-5-2-5-5-2-5-5-7-2-5-5-5-2-5-5-2-5-6
511;Oh My Angel;Bertha Tillman;1962-06-09;61;F:maj7/3-E:min7/b3-D:min7/b3-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-D:min7-E:min7-D:min7-C:maj7-F:maj-C:maj7-F:maj-G:maj-C:maj-A:min-F:maj-G:maj-C:maj-F:maj-G:maj-C:maj-A:min-F:maj-G:7-Ab:7-Db:maj7-Eb:min7-F:min7-Eb:min7-Db:maj7-Eb:min7-F:min7-Eb:min7-Db:maj7-Eb:min7-F:min7-Eb:min7-Db:maj7-Gb:maj-Db:maj-N;6-11-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-5-7-5-2-5-9-8-2-5-5-2-5-9-8-2-1-5-2-2-10-10-2-2-10-10-2-2-10-10-5-7-10
289;Guitar Man;Elvis Presley;1968-01-27;28;Db:maj-Ab:7/4-Db:maj-Ab:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:maj-Ab:7/4-Db:maj-Ab:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:maj-Ab:7/4-Db:7-Gb:7-Db:7-Gb:7-Eb:7-Ab:7-Db:7-Gb:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-Ab:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-Gb:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-Gb:7-Db:7-Ab:7-Gb:7-Db:7-N;2-7-5-7-5-5-7-7-10-7-7-5-7-5-5-7-7-10-7-7-5-5-7-5-9-5-5-5-7-5-7-7-10-7-7-5-5-7-7-10-7-5-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-10
1248;That's Old Fashioned (That's The Way Love Should Be);The Everly Brothers;1962-06-30;9;G:maj-C:maj-G:maj-A:min7-D:maj-G:maj-C:maj-G:maj-D:1/1-G:maj-C:maj-G:maj-C:maj-G:maj-C:maj-G:maj-F:maj-E:min-D:min-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-F#:maj-F:maj-E:7-A:7-D:7-G:maj-C:maj-G:maj-D:7-G:maj-C:maj-G:maj-C:maj-G:maj-C:maj-G:maj-F:maj-E:min-D:min-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-F#:maj-F:maj-E:7-A:7-D:7-G:maj-C:maj-G:maj-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-G:maj-C:maj-D:maj-G:maj-E:min-A:7-D:7-G:maj-C:maj-G:maj-C:maj-G:maj-C:maj-G:maj-F:maj-E:min-D:min-C:maj-D:maj-C:maj-D:maj-G:maj-C:maj-G:maj-C:maj-D:maj-C:maj-D:maj-G:maj-F#:maj-F:maj-E:7-A:7-D:7-G:maj-C:maj-G:maj-C:maj-G:maj-A:min7-D:maj-G:maj-N;8-5-7-2-5-5-5-7-7-5-5-7-5-7-5-7-10-11-10-10-2-10-2-5-5-7-5-2-10-2-5-11-11-11-5-5-5-5-7-7-5-5-7-5-7-5-7-10-11-10-10-2-10-2-5-5-7-5-2-10-2-5-11-11-11-5-5-5-5-7-5-2-5-9-8-2-5-5-2-5-9-5-5-5-5-7-5-7-5-7-10-11-10-10-2-10-2-5-5-7-5-2-10-2-5-11-11-11-5-5-5-5-7-5-7-2-5-5-4
474;Silver Threads And Golden Needles;The Cowsills;1969-10-18;74;F:maj-C:maj-Bb:maj-C:maj-Bb:maj-C:maj-F:maj-Bb:maj-F:maj-Eb:maj-C:maj-F:maj-Bb:maj-F:maj-C:maj-Eb:maj-F:maj-Bb:maj-F:maj-C:maj-D:min/b7-F:maj/5-Bb:maj/2-F:maj/5-Eb:maj-C:7-F:maj-Bb:maj-F:maj-C:maj-F:maj-Bb:maj-Eb:maj-Bb:maj/3-C:7-F:maj-Bb:maj-F:maj-Eb:maj6-F:maj-C:maj-Bb:maj-C:maj-Bb:maj-C:maj-F:maj-Bb:maj-C:maj-F:maj13-D:min-A:maj/5-D:min-Ab:maj-D:min-Bb:maj7-Eb:maj-C:7-F:maj-Bb:maj-F:maj-C:maj-F:maj-Bb:maj-F:maj-C:maj-F:maj-Bb:maj-F:maj-Bb:maj-F:maj-C:maj-Bb:maj-C:maj-Bb:maj-C:maj-F:maj-N;6-7-10-2-10-2-5-5-7-10-9-5-5-7-7-3-2-5-7-7-2-3-5-7-10-9-5-5-7-7-5-5-5-7-2-5-5-7-10-2-7-10-2-10-2-5-5-2-5-9-7-5-6-6-8-5-9-5-5-7-7-5-5-7-7-5-5-7-5-7-7-10-2-10-2-5-6
590;Talk To Me;Chico DeBarge;1987-02-07;21;Bb:maj-Ab:1/1-Gb:maj-Bb:min-Cb:maj-Db:sus4(b7-Gb:maj-Bb:min-Cb:maj-Bb:maj-Gb:sus2-Ab:7-N;11-10-10-4-1-2-5-4-1-11-8-2-3
317;Dream Police;Cheap Trick;1979-11-10;26;E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-D:maj-C:maj-G:maj/3-A:maj-E:min-D:maj-C:maj-G:maj/3-B:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-D:maj-C:maj-G:maj/3-A:maj-E:min-D:maj-C:maj-G:maj/3-B:maj-E:min-B:1/1-C:1/1-G:1/1-A:maj-E:1/1-F:1/1-C:1/1-E:min-B:1/1-C:1/1-G:1/1-A:maj-E:1/1-F:1/1-E:1/1-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-F#:min-C#:min-D:maj-A:maj-C#:min-G#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-E:maj-D:maj-C:maj-G:maj/3-A:maj-E:min-D:maj-C:maj-G:maj/3-B:maj-E:min/5-F:dim/#4-B:7-D#:maj/b6-B:maj6-C:dim/7-B:maj-F#:(b5,b7,-G:maj7-Ab:min-C:(b5,b7,3-Db:maj-D:7(b9)-Eb:(b5,b7,-G:(b5,b7,3-Ab:maj7-A:min-Bb:maj7-A:(b5,b7,3-Bb:maj7-A:(b5,b7,3-Bb:maj7-A:(b5,b7,3-Bb:maj7-A:(b5,b7,3-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-E:maj-B:maj-A:maj-N;5-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-2-7-1-7-4-7-8-7-7-7-1-7-4-7-8-7-5-7-5-10-10-7-2-7-10-10-7-4-5-7-10-7-7-10-7-7-10-7-2-7-1-7-4-7-8-7-7-7-1-7-4-7-8-7-5-7-5-10-10-7-2-7-10-10-7-4-5-7-1-7-2-7-1-7-4-7-1-7-2-7-1-11-2-7-1-7-4-7-8-7-7-7-1-7-4-7-8-7-5-7-5-7-5-10-10-7-2-7-10-10-7-4-5-1-6-4-8-1-11-7-1-1-4-1-1-1-4-1-1-1-11-1-11-1-11-1-11-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-2
238;You Decorated My Life;Kenny Rogers;1980-01-05;7;G:maj-F#:dim-B:7-C:maj-G:maj-C:maj/5-D:maj/4-C:maj/5-G:maj-C:maj/5-D:maj/4-C:maj/5-D:7-C:maj/2-D:7-G:maj-C:maj-G:maj-C:maj-B:7-E:min-G:maj/5-A:min7-D:7-G:maj-C:maj-G:maj-C:maj-B:7-E:min-G:maj/5-A:min7-D:7-G:maj-F#:dim-B:7-C:maj-G:maj-C:maj/5-D:maj/4-C:maj/5-G:maj-C:maj/5-D:maj/4-C:maj/5-D:7-C:maj-D:7-G:maj-C:maj-G:maj-C:maj-B:7-E:min-G:maj/5-A:min7-D:7-G:maj-C:maj-G:maj-C:maj-B:7-E:min-G:maj/5-A:min7-D:7-G:maj-F#:dim-B:7-C:maj-G:maj7-N;8-11-5-1-7-5-2-10-7-5-2-10-2-10-2-5-5-7-5-11-5-3-2-5-5-5-7-5-11-5-3-2-5-5-11-5-1-7-5-2-10-7-5-2-10-2-10-2-5-5-7-5-11-5-3-2-5-5-5-7-5-11-5-3-2-5-5-11-5-1-7-4
276;Patches;Clarence Carter;1970-10-17;4;B:maj-E:maj-G#:7-C#:min-F#:maj-E:maj-F#:maj-E:maj-F#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-D#:min-B:7/b7-E:maj-G#:7-C#:min-F#:maj-E:maj-F#:maj-E:maj-F#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-D#:min-B:7/b7-E:maj-G#:7-C#:min-B:maj-E:maj-C#:maj-G#:7-C#:min-F#:maj-E:maj-F#:maj-E:maj-F#:maj-E:maj-B:maj-E:maj-B:maj-E:maj-B:maj-D#:min-B:7/b7-E:maj-G#:7-C#:min-B:maj-D#:min-B:7/b7-E:maj-G#:7-C#:min-B:maj-D#:min-B:7/b7-E:maj-G#:7-C#:min-N;12-5-4-5-5-10-2-10-2-10-7-5-7-5-7-4-8-5-4-5-5-10-2-10-2-10-7-5-7-5-7-4-8-5-4-5-10-5-9-7-5-5-10-2-10-2-10-7-5-7-5-7-4-8-5-4-5-10-4-8-5-4-5-10-4-8-5-4-5-10
552;Born To Be Alive;Patrick Hernandez;1979-08-04;16;A:1/1-D:maj(#9)-C:maj-A:maj(#9)-D:maj(#9)-C:maj-A:maj(#9)-B:min-C:maj-B:min-D:maj-B:min-A:maj-G:maj-D:min7-G:maj-D:maj-C:maj-G:maj-D:maj-G:maj-D:maj-B:min-C:maj-B:min-D:maj-B:min-A:maj-G:maj-D:min7-G:maj-D:maj-C:maj-G:maj-D:maj-G:maj-D:maj-B:min-C:maj-B:min-D:maj-B:min-A:maj-G:maj-B:min-G:maj-B:min-G:maj-F#:sus4(b7-B:min-G:maj-B:min-G:maj-F#:sus4(b7-D:min7-G:maj-D:maj-C:maj-G:maj-D:maj-G:maj-D:maj-B:min-C:maj-B:min-D:maj-B:min-A:maj-G:maj-B:min-C:maj-B:min-D:maj-B:min-A:maj-G:maj-B:min-C:maj-B:min-D:maj-N;10-5-10-9-5-10-9-2-1-11-3-9-10-10-7-5-7-10-7-7-5-7-9-1-11-3-9-10-10-7-5-7-10-7-7-5-7-9-1-11-3-9-10-10-4-8-4-8-11-5-8-4-8-11-8-5-7-10-7-7-5-7-9-1-11-3-9-10-10-4-1-11-3-9-10-10-4-1-11-3-9
34;If I Can't Have You;Yvonne Elliman;1978-03-04;1;G:min-A:min-D:min-A:min-G:maj-A:min-Bb:maj-F:maj-C:maj-F:min/5-C:maj-G:maj/4-F:maj/5-C:maj-F:min/5-C:maj-G:maj/4-F:maj/5-G:maj/4-F:maj-D:min-F:maj-D:min-G:sus4-A:min-G:maj-E:min-A:min-G:maj-E:min-A:min-G:min-A:min-D:min-A:min-G:maj-A:min-Bb:maj-F:maj-C:maj-F:min/5-C:maj-G:maj/4-F:maj/5-C:maj-F:maj-D:min-F:maj-D:maj-F:maj-D:min-G:sus4-A:min-G:maj-E:min-A:min-G:maj-E:min-A:min-D:min-A:min-G:maj-A:min-Bb:maj-F:maj-A:min-G:maj-E:min-A:min-G:maj-E:min-A:min-G:maj-E:min-A:min-G:maj-E:min-A:min-N;8-2-5-7-10-2-1-7-7-5-7-7-10-7-5-7-7-10-2-10-9-3-9-5-2-10-9-5-10-9-5-10-2-5-7-10-2-1-7-7-5-7-7-10-7-5-9-3-9-3-9-5-2-10-9-5-10-9-5-5-7-10-2-1-7-4-10-9-5-10-9-5-10-9-5-10-9-5-2
903;Be My Baby;The Ronettes;1963-09-28;2;E:maj-F#:min-B:maj-E:maj-F#:min-B:maj-G#:7-C#:7-F#:7-B:maj-E:maj-C#:min-A:maj-B:7-E:maj-F#:min-B:maj-E:maj-F#:min-B:maj-G#:7-C#:7-F#:7-B:maj-E:maj-C#:min-A:maj-B:7-E:maj-F#:min-B:maj-E:maj-F#:min-B:maj-E:maj-C#:min-A:maj-B:7-E:maj-C#:min-A:maj-B:7-E:maj-C#:min-A:maj-B:7;5-2-5-5-2-5-9-5-5-5-5-9-8-2-5-2-5-5-2-5-9-5-5-5-5-9-8-2-5-2-5-5-2-5-5-9-8-2-5-9-8-2-5-9-8-2
134;I Had Too Much To Dream (Last Night);The Electric Prunes;1967-01-07;11;D:5-C:maj-D:min-C:maj-G:min-D:min-G:min-D:min-G:maj-D:min-Db:min-G:maj-F:maj-Eb:maj-N-D:min-G:maj-D:min-G:maj-D:min-G:maj-D:min-A:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-D:min-C:maj-G:min-D:min-G:min-D:min-G:maj-D:min-Db:min-G:maj-F:maj-Eb:maj-N-D:min-G:maj-D:min-G:maj-D:min-G:maj-D:min-A:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-G:maj-D:min-G:maj-D:min-G:maj-D:min-A:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-D:min-C:maj-Bb:maj-C:maj-N;3-10-2-10-7-7-5-7-5-7-11-6-10-10-8-3-5-7-5-7-5-7-7-5-10-10-2-2-10-10-2-2-10-2-10-7-7-5-7-5-7-11-6-10-10-8-3-5-7-5-7-5-7-7-5-10-10-2-2-10-10-2-2-5-7-5-7-5-7-7-5-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-2-10-10-2-11
1140;Oh Father;Madonna;1990-02-03;20;F:maj-N-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:sus2-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:sus2-F:maj-C:maj-Bb:maj-D:min7-F:maj-C:maj-Eb:maj-Bb:maj-F:maj-C:maj-D:min-Bb:maj/3-C:maj-F:maj/5-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-F:maj-C:maj-Bb:maj-D:min7-F:maj-C:maj-Eb:maj-Bb:maj-F:maj-C:maj-D:min-Bb:maj/3-C:maj-F:maj/5-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-A:min-G:maj-C:maj-G:maj-E:min-F:maj-C:maj-A:min-G:maj-C:maj-G:maj-E:min-F:maj-C:maj-A:min-G:maj-C:maj-G:maj-E:min-F:maj-C:maj-A:min-G:maj-C:maj-G:maj-E:min-F:maj-C:maj-F:maj-C:maj-Bb:maj-D:min7-F:maj-C:maj-Eb:maj-Bb:maj-F:maj-C:maj-D:min-Bb:maj/3-C:maj-F:maj/5-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-Bb:maj-C:maj/b7-A:min-G:maj-Eb:maj-Bb:maj/5-F:maj-C:maj-N;6-6-4-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-10-7-10-4-3-7-3-7-7-7-2-8-2-5-10-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-10-7-10-4-3-7-3-7-7-7-2-8-2-5-10-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-2-10-5-7-9-1-7-9-10-5-7-9-1-7-9-10-5-7-9-1-7-9-10-5-7-9-1-7-5-7-10-4-3-7-3-7-7-7-2-8-2-5-10-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-8-7-7-7-10-2-9-10-8-7-7-7-11
1125;Treat Her Right;Roy Head;1965-09-18;2;G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-C:7-G:7-D:7-C:7-G:7-N;8-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-5-7-7-10-7-4
1253;All Alone Am I;Brenda Lee;1962-10-20;3;Bb:maj7-G:min7-C:maj-F:maj-G:min-E:dim/b5-A:7-Bb:maj7-G:min7-C:maj-F:maj-G:min-C:maj-F:maj-C:maj-D:min-A:7-Bb:maj7-G:min7-C:maj-F:maj-G:min-E:dim/b5-A:7-Bb:maj7-G:min7-C:maj-F:maj-G:min-C:maj-F:maj-G:min-C:maj-D:min-G:7-C:7-Bb:maj7-G:min7-C:maj-F:maj-G:min-E:dim/b5-A:7-Bb:maj7-G:min7-C:maj-F:maj-G:min-C:maj-N-F:maj-Bb:maj-A:min-Bb:maj-C:maj-F:maj-N;11-9-5-5-2-9-5-1-9-5-5-2-5-5-7-2-7-1-9-5-5-2-9-5-1-9-5-5-2-5-5-2-5-2-5-5-10-9-5-5-2-9-5-1-9-5-5-2-5-11-6-5-11-1-2-5-6
343;If I Were Your Woman;Gladys Knight & The Pips;1971-02-13;9;F#:maj-B:min/5-F#:maj-B:min/5-D#:min-C:dim-F#:maj/5-D#:7-G#:min-D#:min-G#:min-D#:min-B:maj-D#:min-F#:maj-B:min/5-D#:min-C:dim-F#:maj/5-D#:7-G#:min-D#:min-G#:min-D:maj-F#:maj-B:min/5-F#:maj/5-D#:7-B:min-F#:maj-B:min/5-F#:maj-B:min/5-D#:min-C:dim-F#:maj/5-D#:sus4(b7-G#:min-D#:min-G#:min-D#:min-F#:maj-B:min/5-F#:maj/5-D#:7-B:min-F#:maj-B:min/5-F#:maj/5-D#:7-B:min-F#:maj-B:min/5-F#:maj-B:min/5-F#:maj-B:min/5-F#:maj-B:min/5;7-5-7-5-4-9-6-9-5-7-5-7-8-4-3-5-4-9-6-9-5-7-5-6-4-5-7-9-8-7-5-7-5-4-9-6-9-5-7-5-7-3-5-7-9-8-7-5-7-9-8-7-5-7-5-7-5-7-5
239;Sail On Sailor;The Beach Boys;1975-06-07;49;G:maj-Eb:maj9-D:sus4(b7,-Eb:maj9-D:sus4(b7,-Eb:maj9-F:maj-G:maj-Eb:maj9-D:sus4(b7,-Eb:maj9-D:sus4(b7,-Eb:maj9-F:maj-G:maj-D:maj-D#:dim-E:min7-D:maj-D#:dim-E:min7-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-G:maj-A:min7-G:maj-A:min7-G:maj-A:min7-G:maj-C:maj-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-A:min7-Eb:maj9-F:maj-G:maj-Eb:maj9-D:sus4(b7,-Eb:maj9-D:sus4(b7,-Eb:maj9-F:maj-G:maj-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-G:maj-A:min7-G:maj-A:min7-G:maj-A:min7-G:maj-C:maj-A:min7-E:min7-A:min7-E:min7-A:min7-E:min7-A:min7-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-Eb:maj9-F:maj-G:maj-N;8-8-11-1-11-1-2-2-8-11-1-11-1-2-2-7-1-1-10-1-1-5-7-5-7-5-7-5-7-3-2-10-2-10-2-10-5-9-7-5-7-5-7-5-6-2-2-8-11-1-11-1-2-2-2-7-5-7-5-7-5-7-3-2-10-2-10-2-10-5-9-7-5-7-5-7-5-6-2-2-8-2-2-8-2-2-8-2-2-8-2-2-8-2-2-8-2-2-4
731;Lucille;Kenny Rogers;1977-04-16;5;Bb:maj-F:7-C:min-F:7-C:min-F:7-Bb:maj-Eb:maj-F:7-Bb:maj-F:7-C:min-F:7-C:min-F:7-Bb:maj-Eb:maj-F:7-Bb:maj-N-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:7-Bb:maj-C:maj-G:7-D:min-G:7-D:min-G:7-C:maj-F:maj-G:7-N-F:maj-C:maj-F:maj-C:maj-G:7-C:maj-N-F:maj-C:maj-F:maj-C:maj-G:7-C:maj-N;11-7-7-5-7-5-5-5-2-5-7-7-5-7-5-5-5-2-5-1-4-7-5-7-7-5-2-7-7-5-7-5-5-5-2-4-6-7-5-7-7-5-11-6-7-5-7-7-5-11
354;Philadelphia Freedom;Elton John;1975-04-05;1;Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-C:7-Db:maj-Ab:maj/3-Bb:maj-F:maj-Bb:maj-C:7-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-Ab:7-G:7-C:min9-Ab:7-G:7-Gb:7-Eb:maj-Bb:maj-Eb:maj-Bb:maj/3-C:min7-Bb:maj/3-Eb:maj-F:maj-D:sus4(b7)-G:min-C:min7-Bb:maj/3-Eb:sus4-C:min7-Bb:maj/3-Eb:maj-C:maj/3-F:7-Eb:maj-D:min-C:min7-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-C:7-Db:maj-Ab:maj/3-Bb:maj-C:7-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-Ab:7-G:7-C:min9-Ab:7-G:7-Gb:7-Eb:maj-Bb:maj-Eb:maj-Bb:maj/3-C:min7-Bb:maj/3-Eb:maj-F:maj-D:sus4(b7)-G:min-C:min7-Bb:maj/3-Eb:sus4-C:min7-Bb:maj/3-Eb:maj-C:maj/3-F:7-Eb:maj-D:min-C:min7-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Bb:maj/3-C:min7-Bb:maj/3-Eb:maj-F:maj-D:sus4(b7)-G:min-C:min7-Bb:maj/3-Eb:sus4-C:min7-Bb:maj/3-Eb:maj-C:maj/3-F:7-Eb:maj-D:min-C:min7-Eb:maj-D:min-C:min7-Eb:maj-D:min-C:min7-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-Eb:maj-Db:maj-Ab:maj/3-Bb:maj-N;11-5-10-7-2-5-10-7-2-2-1-7-2-7-5-2-1-7-2-5-7-5-7-10-11-5-8-11-11-9-7-5-7-2-10-5-2-9-5-5-10-5-9-10-5-9-5-10-11-10-10-5-10-7-2-5-10-7-2-2-1-7-2-2-1-7-2-5-7-5-7-10-11-5-8-11-11-9-7-5-7-2-10-5-2-9-5-5-10-5-9-10-5-9-5-10-11-10-10-5-10-7-2-5-10-7-2-5-7-2-10-5-2-9-5-5-10-5-9-10-5-9-5-10-11-10-3-11-10-3-11-10-10-5-10-7-2-5-10-7-2-5-10-7-2-5-10-7-2-5-10-7-2-1
